date,hospital,hour_of_day,day_of_week,is_weekend,is_monday,month,patients_in_queue,avg_consultation_minutes,actual_wait_minutes,queue_position,doctor_experience_years,doctor_specialization_encoded
2024-01-02,Hamidia Hospital,12,1,0,0,1,25,20.32,657.61,4,8,17
2024-01-02,Hamidia Hospital,13,1,0,0,1,14,8.65,114.09,4,29,0
2024-01-02,Hamidia Hospital,14,1,0,0,1,5,19.42,94.18,5,16,17
2024-01-02,Hamidia Hospital,15,1,0,0,1,20,16.34,282.68,12,7,8
2024-01-02,Hamidia Hospital,16,1,0,0,1,18,20.94,330.45,4,4,13
2024-01-02,Hamidia Hospital,17,1,0,0,1,8,15.09,129.7,1,17,19
2024-01-02,Bansal Hospital,9,1,0,0,1,9,15.04,143.5,8,10,17
2024-01-02,Bansal Hospital,10,1,0,0,1,18,15.19,178.86,5,19,9
2024-01-02,Bansal Hospital,11,1,0,0,1,19,17.61,235.15,11,21,19
2024-01-02,Bansal Hospital,12,1,0,0,1,18,15.67,397.05,17,10,13
2024-01-02,Bansal Hospital,13,1,0,0,1,11,14.2,195.51,10,26,5
2024-01-02,Bansal Hospital,14,1,0,0,1,14,13.84,189.58,6,23,12
2024-01-02,Bansal Hospital,15,1,0,0,1,24,13.26,378.3,5,12,12
2024-01-02,Bansal Hospital,16,1,0,0,1,16,15.13,187.21,8,12,4
2024-01-02,Bansal Hospital,17,1,0,0,1,22,19.42,371.21,14,20,16
2024-01-02,Chirayu Medical College,9,1,0,0,1,12,12.65,166.89,6,23,2
2024-01-02,Chirayu Medical College,10,1,0,0,1,28,16.01,415.91,24,29,6
2024-01-02,Chirayu Medical College,11,1,0,0,1,11,14.31,204.17,10,4,2
2024-01-02,Chirayu Medical College,12,1,0,0,1,14,16.79,176.17,11,20,6
2024-01-02,Chirayu Medical College,13,1,0,0,1,16,17.23,391.81,10,3,6
2024-01-02,Chirayu Medical College,14,1,0,0,1,9,16.94,148.88,8,10,19
2024-01-02,Chirayu Medical College,15,1,0,0,1,14,12.64,192.85,6,27,9
2024-01-02,Chirayu Medical College,16,1,0,0,1,26,9.34,257.73,10,11,11
2024-01-02,Chirayu Medical College,17,1,0,0,1,24,18.32,373.53,24,18,10
2024-01-02,People's Hospital,9,1,0,0,1,14,12.16,195.73,10,30,7
2024-01-02,People's Hospital,10,1,0,0,1,15,20.05,308.55,10,21,13
2024-01-02,People's Hospital,11,1,0,0,1,22,17.06,430.24,13,21,7
2024-01-02,People's Hospital,12,1,0,0,1,23,5.89,115.21,11,11,15
2024-01-02,People's Hospital,13,1,0,0,1,16,8.7,150.18,12,8,4
2024-01-02,People's Hospital,14,1,0,0,1,17,6.1,107.12,2,19,1
2024-01-02,People's Hospital,15,1,0,0,1,10,20.59,185.27,1,16,4
2024-01-02,People's Hospital,16,1,0,0,1,19,17.08,339.97,7,19,14
2024-01-02,People's Hospital,17,1,0,0,1,19,20.29,426.33,16,24,15
2024-01-02,Bhopal Memorial Hospital,9,1,0,0,1,8,20.06,162.19,1,3,16
2024-01-02,Bhopal Memorial Hospital,10,1,0,0,1,20,11.79,227.26,17,29,13
2024-01-02,Bhopal Memorial Hospital,11,1,0,0,1,16,16.41,277.25,5,10,6
2024-01-02,Bhopal Memorial Hospital,12,1,0,0,1,24,14.94,425.73,13,5,11
2024-01-02,Bhopal Memorial Hospital,13,1,0,0,1,14,12.11,176.02,12,10,9
2024-01-02,Bhopal Memorial Hospital,14,1,0,0,1,7,10.5,49.62,7,4,2
2024-01-02,Bhopal Memorial Hospital,15,1,0,0,1,20,11.32,265.85,2,23,0
2024-01-02,Bhopal Memorial Hospital,16,1,0,0,1,16,21.71,413.97,11,21,3
2024-01-02,Bhopal Memorial Hospital,17,1,0,0,1,24,17.53,391.04,23,21,15
2024-01-03,AIIMS Bhopal,9,2,0,0,1,16,16.51,270.08,9,20,18
2024-01-03,AIIMS Bhopal,10,2,0,0,1,11,18.35,272.9,1,9,18
2024-01-03,AIIMS Bhopal,11,2,0,0,1,15,15.09,154.85,7,5,9
2024-01-03,AIIMS Bhopal,12,2,0,0,1,13,10.24,119.64,7,24,17
2024-01-03,AIIMS Bhopal,13,2,0,0,1,12,10.11,147.84,12,26,2
2024-01-03,AIIMS Bhopal,14,2,0,0,1,16,14.89,194.42,4,16,7
2024-01-03,AIIMS Bhopal,15,2,0,0,1,10,11.31,145.71,10,15,10
2024-01-03,AIIMS Bhopal,16,2,0,0,1,10,10.34,76.42,8,18,7
2024-01-03,AIIMS Bhopal,17,2,0,0,1,19,11.33,201.65,6,24,18
2024-01-03,Hamidia Hospital,9,2,0,0,1,20,19.77,451.66,8,25,2
2024-01-03,Hamidia Hospital,10,2,0,0,1,13,14.56,226.05,13,23,4
2024-01-03,Hamidia Hospital,11,2,0,0,1,26,14.23,402.0,1,12,14
2024-01-03,Hamidia Hospital,12,2,0,0,1,19,15.13,260.88,3,8,13
2024-01-03,Hamidia Hospital,13,2,0,0,1,15,10.51,144.4,2,3,2
2024-01-03,Hamidia Hospital,14,2,0,0,1,13,9.92,117.32,13,13,12
2024-01-03,Hamidia Hospital,15,2,0,0,1,8,13.97,133.14,2,26,17
2024-01-03,Hamidia Hospital,16,2,0,0,1,19,12.81,230.36,13,8,4
2024-01-03,Hamidia Hospital,17,2,0,0,1,16,13.53,264.32,3,8,13
2024-01-03,Bansal Hospital,9,2,0,0,1,16,10.95,194.4,3,14,8
2024-01-03,Bansal Hospital,10,2,0,0,1,19,14.15,206.96,7,17,3
2024-01-03,Bansal Hospital,11,2,0,0,1,15,11.72,256.44,6,29,19
2024-01-03,Bansal Hospital,12,2,0,0,1,20,16.19,269.24,11,16,19
2024-01-03,Bansal Hospital,13,2,0,0,1,8,13.31,133.95,4,18,10
2024-01-03,Bansal Hospital,14,2,0,0,1,9,25.27,201.0,5,26,15
2024-01-03,Bansal Hospital,15,2,0,0,1,15,13.51,231.87,13,15,11
2024-01-03,Bansal Hospital,16,2,0,0,1,14,17.43,230.54,9,8,17
2024-01-03,Bansal Hospital,17,2,0,0,1,8,19.26,144.09,4,17,9
2024-01-03,Chirayu Medical College,9,2,0,0,1,10,17.99,121.73,7,24,15
2024-01-03,Chirayu Medical College,10,2,0,0,1,15,13.01,173.52,11,7,13
2024-01-03,Chirayu Medical College,11,2,0,0,1,26,25.94,859.26,16,21,12
2024-01-03,Chirayu Medical College,12,2,0,0,1,25,6.01,147.41,23,16,17
2024-01-03,Chirayu Medical College,13,2,0,0,1,6,15.96,78.25,5,22,2
2024-01-03,Chirayu Medical College,14,2,0,0,1,7,15.7,77.93,3,8,19
2024-01-03,Chirayu Medical College,15,2,0,0,1,9,9.69,77.51,7,27,10
2024-01-03,Chirayu Medical College,16,2,0,0,1,27,16.43,468.68,8,19,16
2024-01-03,Chirayu Medical College,17,2,0,0,1,25,10.42,227.49,15,14,12
2024-01-03,People's Hospital,9,2,0,0,1,22,15.75,254.98,17,7,11
2024-01-03,People's Hospital,10,2,0,0,1,10,11.67,118.83,2,6,4
2024-01-03,People's Hospital,11,2,0,0,1,24,13.33,385.13,7,19,15
2024-01-03,People's Hospital,12,2,0,0,1,19,10.75,210.85,15,13,2
2024-01-03,People's Hospital,13,2,0,0,1,11,21.05,251.81,1,30,10
2024-01-03,People's Hospital,14,2,0,0,1,7,13.94,87.09,6,10,16
2024-01-03,People's Hospital,15,2,0,0,1,13,11.6,142.17,7,17,7
2024-01-03,People's Hospital,16,2,0,0,1,26,13.24,312.01,22,16,12
2024-01-03,People's Hospital,17,2,0,0,1,8,14.34,67.35,8,21,13
2024-01-03,Bhopal Memorial Hospital,9,2,0,0,1,20,17.78,357.0,9,27,2
2024-01-03,Bhopal Memorial Hospital,10,2,0,0,1,14,16.52,176.63,6,13,6
2024-01-03,Bhopal Memorial Hospital,11,2,0,0,1,28,19.5,652.76,16,19,10
2024-01-03,Bhopal Memorial Hospital,12,2,0,0,1,20,10.93,181.16,12,14,14
2024-01-03,Bhopal Memorial Hospital,13,2,0,0,1,9,17.44,111.73,5,22,18
2024-01-03,Bhopal Memorial Hospital,14,2,0,0,1,7,13.37,79.27,2,12,3
2024-01-03,Bhopal Memorial Hospital,15,2,0,0,1,13,13.46,188.72,7,16,19
2024-01-03,Bhopal Memorial Hospital,16,2,0,0,1,15,11.26,152.85,8,23,17
2024-01-03,Bhopal Memorial Hospital,17,2,0,0,1,13,10.63,127.4,3,8,10
2024-01-04,AIIMS Bhopal,9,3,0,0,1,22,9.14,146.13,1,18,4
2024-01-04,AIIMS Bhopal,10,3,0,0,1,18,19.11,181.36,17,23,15
2024-01-04,AIIMS Bhopal,11,3,0,0,1,27,13.35,291.84,27,17,15
2024-01-04,AIIMS Bhopal,12,3,0,0,1,13,15.87,211.43,13,10,9
2024-01-04,AIIMS Bhopal,13,3,0,0,1,6,14.23,106.31,2,27,14
2024-01-04,AIIMS Bhopal,14,3,0,0,1,16,13.13,203.81,4,11,17
2024-01-04,AIIMS Bhopal,15,3,0,0,1,19,8.51,147.44,15,20,6
2024-01-04,AIIMS Bhopal,16,3,0,0,1,27,21.02,695.92,25,10,9
2024-01-04,AIIMS Bhopal,17,3,0,0,1,9,11.48,109.26,2,17,3
2024-01-04,Hamidia Hospital,9,3,0,0,1,15,16.63,328.52,12,14,19
2024-01-04,Hamidia Hospital,10,3,0,0,1,27,16.1,475.93,7,29,6
2024-01-04,Hamidia Hospital,11,3,0,0,1,11,10.54,103.75,10,20,5
2024-01-04,Hamidia Hospital,12,3,0,0,1,18,18.3,322.18,9,30,16
2024-01-04,Hamidia Hospital,13,3,0,0,1,7,19.39,169.72,4,4,8
2024-01-04,Hamidia Hospital,14,3,0,0,1,8,14.36,103.18,3,25,10
2024-01-04,Hamidia Hospital,15,3,0,0,1,15,15.43,162.14,8,7,18
2024-01-04,Hamidia Hospital,16,3,0,0,1,20,12.31,211.77,3,23,2
2024-01-04,Hamidia Hospital,17,3,0,0,1,20,11.79,231.98,12,17,15
2024-01-04,Bansal Hospital,9,3,0,0,1,18,7.98,115.15,3,26,14
2024-01-04,Bansal Hospital,10,3,0,0,1,24,19.19,327.88,13,9,13
2024-01-04,Bansal Hospital,11,3,0,0,1,18,11.47,207.67,10,13,17
2024-01-04,Bansal Hospital,12,3,0,0,1,12,10.78,117.34,6,24,1
2024-01-04,Bansal Hospital,13,3,0,0,1,6,20.68,149.49,4,3,3
2024-01-04,Bansal Hospital,14,3,0,0,1,9,14.86,134.12,7,9,4
2024-01-04,Bansal Hospital,15,3,0,0,1,17,20.03,473.56,9,5,11
2024-01-04,Bansal Hospital,16,3,0,0,1,20,20.14,461.66,6,4,12
2024-01-04,Bansal Hospital,17,3,0,0,1,17,13.99,158.95,14,23,2
2024-01-04,Chirayu Medical College,9,3,0,0,1,11,19.55,215.42,3,21,7
2024-01-04,Chirayu Medical College,10,3,0,0,1,31,14.77,446.47,23,13,3
2024-01-04,Chirayu Medical College,11,3,0,0,1,27,13.43,285.0,8,15,2
2024-01-04,Chirayu Medical College,12,3,0,0,1,11,18.05,221.53,5,7,12
2024-01-04,Chirayu Medical College,13,3,0,0,1,8,11.21,68.74,2,19,18
2024-01-04,Chirayu Medical College,14,3,0,0,1,5,13.16,60.75,3,26,6
2024-01-04,Chirayu Medical College,15,3,0,0,1,12,19.85,206.39,8,30,6
2024-01-04,Chirayu Medical College,16,3,0,0,1,13,16.75,203.27,2,21,12
2024-01-04,Chirayu Medical College,17,3,0,0,1,19,18.38,335.4,5,10,8
2024-01-04,People's Hospital,9,3,0,0,1,10,15.06,191.46,10,12,0
2024-01-04,People's Hospital,10,3,0,0,1,22,16.51,458.64,7,26,12
2024-01-04,People's Hospital,11,3,0,0,1,22,10.75,170.72,8,18,12
2024-01-04,People's Hospital,12,3,0,0,1,11,15.32,216.49,2,19,0
2024-01-04,People's Hospital,13,3,0,0,1,13,16.95,210.86,10,16,11
2024-01-04,People's Hospital,14,3,0,0,1,17,12.23,143.49,3,3,18
2024-01-04,People's Hospital,15,3,0,0,1,10,17.78,179.93,1,28,12
2024-01-04,People's Hospital,16,3,0,0,1,31,13.56,549.83,25,16,13
2024-01-04,People's Hospital,17,3,0,0,1,20,19.31,433.63,20,7,8
2024-01-04,Bhopal Memorial Hospital,9,3,0,0,1,10,13.24,161.88,4,28,4
2024-01-04,Bhopal Memorial Hospital,10,3,0,0,1,32,12.53,495.57,5,12,13
2024-01-04,Bhopal Memorial Hospital,11,3,0,0,1,19,16.59,324.68,14,6,14
2024-01-04,Bhopal Memorial Hospital,12,3,0,0,1,9,12.6,148.21,3,6,0
2024-01-04,Bhopal Memorial Hospital,13,3,0,0,1,8,14.28,101.22,6,19,16
2024-01-04,Bhopal Memorial Hospital,14,3,0,0,1,11,16.04,192.36,5,26,3
2024-01-04,Bhopal Memorial Hospital,15,3,0,0,1,8,12.84,121.48,2,11,18
2024-01-04,Bhopal Memorial Hospital,16,3,0,0,1,13,10.22,133.61,1,18,18
2024-01-04,Bhopal Memorial Hospital,17,3,0,0,1,13,12.93,187.17,2,21,3
2024-01-05,AIIMS Bhopal,9,4,0,0,1,15,14.98,221.53,14,30,0
2024-01-05,AIIMS Bhopal,10,4,0,0,1,19,18.65,373.51,5,8,1
2024-01-05,AIIMS Bhopal,11,4,0,0,1,32,17.07,382.99,27,10,10
2024-01-05,AIIMS Bhopal,12,4,0,0,1,15,9.48,164.98,5,29,2
2024-01-05,AIIMS Bhopal,13,4,0,0,1,13,19.38,303.28,1,8,7
2024-01-05,AIIMS Bhopal,14,4,0,0,1,16,24.86,374.77,3,17,9
2024-01-05,AIIMS Bhopal,15,4,0,0,1,17,12.63,262.91,1,14,6
2024-01-05,AIIMS Bhopal,16,4,0,0,1,22,11.87,243.69,20,10,14
2024-01-05,AIIMS Bhopal,17,4,0,0,1,19,11.09,183.91,7,26,17
2024-01-05,Hamidia Hospital,9,4,0,0,1,15,20.43,421.86,1,10,17
2024-01-05,Hamidia Hospital,10,4,0,0,1,24,10.96,202.03,1,13,0
2024-01-05,Hamidia Hospital,11,4,0,0,1,26,18.76,359.92,4,9,16
2024-01-05,Hamidia Hospital,12,4,0,0,1,15,6.07,113.47,3,25,8
2024-01-05,Hamidia Hospital,13,4,0,0,1,7,17.79,129.47,7,19,13
2024-01-05,Hamidia Hospital,14,4,0,0,1,13,8.58,121.16,10,6,16
2024-01-05,Hamidia Hospital,15,4,0,0,1,12,12.39,126.1,10,21,1
2024-01-05,Hamidia Hospital,16,4,0,0,1,27,13.89,341.26,10,11,10
2024-01-05,Hamidia Hospital,17,4,0,0,1,20,13.01,179.42,11,17,8
2024-01-05,Bansal Hospital,9,4,0,0,1,15,17.4,276.91,13,27,18
2024-01-05,Bansal Hospital,10,4,0,0,1,14,16.34,251.51,8,13,13
2024-01-05,Bansal Hospital,11,4,0,0,1,14,5.0,61.9,4,17,9
2024-01-05,Bansal Hospital,12,4,0,0,1,22,14.81,358.6,6,28,9
2024-01-05,Bansal Hospital,13,4,0,0,1,6,16.72,138.9,2,5,7
2024-01-05,Bansal Hospital,14,4,0,0,1,13,13.99,188.9,5,11,5
2024-01-05,Bansal Hospital,15,4,0,0,1,8,22.5,159.06,4,6,14
2024-01-05,Bansal Hospital,16,4,0,0,1,14,15.73,197.41,1,4,7
2024-01-05,Bansal Hospital,17,4,0,0,1,12,16.3,233.03,11,23,2
2024-01-05,Chirayu Medical College,9,4,0,0,1,16,16.37,251.69,3,9,14
2024-01-05,Chirayu Medical College,10,4,0,0,1,15,21.5,390.72,13,13,3
2024-01-05,Chirayu Medical College,11,4,0,0,1,11,16.21,174.18,10,16,12
2024-01-05,Chirayu Medical College,12,4,0,0,1,23,20.96,509.04,6,14,6
2024-01-05,Chirayu Medical College,13,4,0,0,1,9,14.32,156.55,3,4,19
2024-01-05,Chirayu Medical College,14,4,0,0,1,10,12.17,98.86,9,18,1
2024-01-05,Chirayu Medical College,15,4,0,0,1,10,14.6,161.54,4,23,16
2024-01-05,Chirayu Medical College,16,4,0,0,1,19,10.1,141.25,1,15,11
2024-01-05,Chirayu Medical College,17,4,0,0,1,23,10.57,227.72,19,19,10
2024-01-05,People's Hospital,9,4,0,0,1,20,14.88,311.21,20,10,0
2024-01-05,People's Hospital,10,4,0,0,1,20,26.53,648.54,17,14,18
2024-01-05,People's Hospital,11,4,0,0,1,19,16.81,314.67,8,11,17
2024-01-05,People's Hospital,12,4,0,0,1,9,15.86,73.62,7,14,5
2024-01-05,People's Hospital,13,4,0,0,1,9,15.3,161.66,6,21,0
2024-01-05,People's Hospital,14,4,0,0,1,13,19.87,236.83,10,9,15
2024-01-05,People's Hospital,15,4,0,0,1,25,13.32,404.95,3,4,7
2024-01-05,People's Hospital,16,4,0,0,1,19,19.53,381.54,11,22,6
2024-01-05,People's Hospital,17,4,0,0,1,12,13.65,181.04,6,4,0
2024-01-05,Bhopal Memorial Hospital,9,4,0,0,1,12,7.36,67.91,2,30,16
2024-01-05,Bhopal Memorial Hospital,10,4,0,0,1,24,18.75,428.66,22,15,18
2024-01-05,Bhopal Memorial Hospital,11,4,0,0,1,14,13.17,212.28,3,26,13
2024-01-05,Bhopal Memorial Hospital,12,4,0,0,1,23,13.54,280.26,18,25,19
2024-01-05,Bhopal Memorial Hospital,13,4,0,0,1,13,15.89,260.93,3,15,9
2024-01-05,Bhopal Memorial Hospital,14,4,0,0,1,11,19.5,264.25,10,15,18
2024-01-05,Bhopal Memorial Hospital,15,4,0,0,1,9,16.45,171.63,4,23,18
2024-01-05,Bhopal Memorial Hospital,16,4,0,0,1,14,17.03,228.25,12,5,7
2024-01-05,Bhopal Memorial Hospital,17,4,0,0,1,19,17.41,326.36,3,29,10
2024-01-06,AIIMS Bhopal,9,5,1,0,1,13,17.74,232.85,12,5,11
2024-01-06,AIIMS Bhopal,10,5,1,0,1,11,16.47,124.9,1,15,14
2024-01-06,AIIMS Bhopal,11,5,1,0,1,15,23.16,319.49,8,15,11
2024-01-06,AIIMS Bhopal,12,5,1,0,1,15,9.67,183.59,13,30,18
2024-01-06,AIIMS Bhopal,13,5,1,0,1,6,15.82,101.24,1,12,0
2024-01-06,AIIMS Bhopal,14,5,1,0,1,7,14.87,113.85,3,8,12
2024-01-06,AIIMS Bhopal,15,5,1,0,1,7,14.43,75.75,1,13,19
2024-01-06,AIIMS Bhopal,16,5,1,0,1,16,13.8,175.8,6,22,13
2024-01-06,AIIMS Bhopal,17,5,1,0,1,7,18.39,136.32,2,16,17
2024-01-06,Hamidia Hospital,9,5,1,0,1,15,14.69,256.0,4,6,1
2024-01-06,Hamidia Hospital,10,5,1,0,1,15,8.11,101.35,3,4,11
2024-01-06,Hamidia Hospital,11,5,1,0,1,5,12.0,64.39,5,18,6
2024-01-06,Hamidia Hospital,12,5,1,0,1,6,17.42,106.56,3,5,15
2024-01-06,Hamidia Hospital,13,5,1,0,1,4,13.56,64.42,4,24,8
2024-01-06,Hamidia Hospital,14,5,1,0,1,4,12.51,42.33,3,15,11
2024-01-06,Hamidia Hospital,15,5,1,0,1,7,12.05,88.78,4,11,7
2024-01-06,Hamidia Hospital,16,5,1,0,1,11,12.89,135.46,11,6,2
2024-01-06,Hamidia Hospital,17,5,1,0,1,11,16.48,146.26,10,10,17
2024-01-06,Bansal Hospital,9,5,1,0,1,5,18.99,65.43,4,20,15
2024-01-06,Bansal Hospital,10,5,1,0,1,11,13.4,149.13,1,19,18
2024-01-06,Bansal Hospital,11,5,1,0,1,18,16.88,216.92,5,6,14
2024-01-06,Bansal Hospital,12,5,1,0,1,7,17.3,116.47,2,28,6
2024-01-06,Bansal Hospital,13,5,1,0,1,4,16.56,67.65,4,9,4
2024-01-06,Bansal Hospital,14,5,1,0,1,6,12.26,95.06,1,5,12
2024-01-06,Bansal Hospital,15,5,1,0,1,15,12.16,201.88,5,19,14
2024-01-06,Bansal Hospital,16,5,1,0,1,5,16.27,59.23,5,28,13
2024-01-06,Bansal Hospital,17,5,1,0,1,6,13.05,82.87,5,21,3
2024-01-06,Chirayu Medical College,9,5,1,0,1,6,13.3,76.95,3,30,17
2024-01-06,Chirayu Medical College,10,5,1,0,1,14,17.26,215.31,11,18,18
2024-01-06,Chirayu Medical College,11,5,1,0,1,16,18.12,300.81,5,22,19
2024-01-06,Chirayu Medical College,12,5,1,0,1,12,23.15,305.93,6,25,7
2024-01-06,Chirayu Medical College,13,5,1,0,1,3,14.76,24.34,2,3,10
2024-01-06,Chirayu Medical College,14,5,1,0,1,7,12.12,115.16,7,25,3
2024-01-06,Chirayu Medical College,15,5,1,0,1,9,22.19,280.43,8,27,10
2024-01-06,Chirayu Medical College,16,5,1,0,1,11,14.28,114.61,2,9,14
2024-01-06,Chirayu Medical College,17,5,1,0,1,8,18.5,132.34,8,27,16
2024-01-06,People's Hospital,9,5,1,0,1,11,17.08,147.06,3,5,9
2024-01-06,People's Hospital,10,5,1,0,1,18,9.28,200.2,17,21,0
2024-01-06,People's Hospital,11,5,1,0,1,9,17.66,215.26,1,10,1
2024-01-06,People's Hospital,12,5,1,0,1,13,18.59,255.97,4,11,11
2024-01-06,People's Hospital,13,5,1,0,1,9,9.32,83.12,2,24,0
2024-01-06,People's Hospital,14,5,1,0,1,6,11.26,80.61,2,30,15
2024-01-06,People's Hospital,15,5,1,0,1,15,13.6,223.71,15,11,2
2024-01-06,People's Hospital,16,5,1,0,1,13,16.26,213.66,10,27,6
2024-01-06,People's Hospital,17,5,1,0,1,9,11.38,77.8,5,23,13
2024-01-06,Bhopal Memorial Hospital,9,5,1,0,1,14,21.91,320.14,13,24,0
2024-01-06,Bhopal Memorial Hospital,10,5,1,0,1,16,19.91,269.95,1,10,8
2024-01-06,Bhopal Memorial Hospital,11,5,1,0,1,13,13.54,122.2,5,16,12
2024-01-06,Bhopal Memorial Hospital,12,5,1,0,1,11,12.29,139.98,5,24,16
2024-01-06,Bhopal Memorial Hospital,13,5,1,0,1,8,14.58,115.21,6,20,19
